
======================================================================
RUNNING ALL EXPERIMENTS
Total experiments: 19
Total runs: 1000
Estimated time: ~66.7 minutes (at 4s/run)
======================================================================


######################################################################
# EXPERIMENT: baseline
# Baseline: unmodified airbench94
# Runs: 100
######################################################################


============================================================
Experiment: baseline_ec2132ab
Timestamp: 2025-12-08T21:23:26.463225
Config overrides: None
Number of runs: 100
============================================================

------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
|      20  |      0  |      1.4805  |     0.6826  |   0.5962  |               |              0.4143  |
|          |      1  |      1.2568  |     0.8145  |   0.8009  |               |              0.8263  |
|          |      2  |      1.2148  |     0.8271  |   0.7840  |               |              1.2440  |
|          |      3  |      1.1533  |     0.8594  |   0.8239  |               |              1.6218  |
|          |      4  |      1.1396  |     0.8662  |   0.8271  |               |              2.0043  |
|          |      5  |      1.1094  |     0.8818  |   0.8470  |               |              2.3830  |
|          |      6  |      1.0430  |     0.9238  |   0.8897  |               |              2.7656  |
|          |      7  |      1.0156  |     0.9414  |   0.9019  |               |              3.1454  |
|          |      8  |      0.9702  |     0.9678  |   0.9212  |               |              3.5238  |
|          |      9  |      0.9424  |     0.9746  |   0.9319  |               |              3.8753  |
|          |   eval  |      0.9424  |     0.9746  |   0.9319  |       0.9395  |              4.0466  |
------------------------------------------------------------------------------------------------------
|      21  |      0  |      1.4209  |     0.7021  |   0.6753  |               |              0.4503  |
|          |      1  |      1.2695  |     0.7910  |   0.7899  |               |              0.8642  |
|          |      2  |      1.1865  |     0.8418  |   0.6680  |               |              1.2778  |
|          |      3  |      1.1406  |     0.8740  |   0.8293  |               |              1.6575  |
|          |      4  |      1.1328  |     0.8682  |   0.8590  |               |              2.0378  |
|          |      5  |      1.0840  |     0.8994  |   0.8326  |               |              2.4183  |
|          |      6  |      1.0469  |     0.9160  |   0.8949  |               |              2.7986  |
|          |      7  |      1.0283  |     0.9248  |   0.9059  |               |              3.1781  |
|          |      8  |      0.9683  |     0.9629  |   0.9243  |               |              3.5576  |
|          |      9  |      0.9395  |     0.9795  |   0.9355  |               |              3.9070  |
|          |   eval  |      0.9395  |     0.9795  |   0.9355  |       0.9422  |              4.0770  |
------------------------------------------------------------------------------------------------------
|      22  |      0  |      1.4238  |     0.7197  |   0.5842  |               |              0.4171  |
|          |      1  |      1.2637  |     0.8027  |   0.6552  |               |              0.8314  |
|          |      2  |      1.2100  |     0.8350  |   0.8176  |               |              1.2472  |
|          |      3  |      1.1582  |     0.8506  |   0.8154  |               |              1.6279  |
|          |      4  |      1.1182  |     0.8857  |   0.8586  |               |              2.0083  |
|          |      5  |      1.0898  |     0.9043  |   0.8375  |               |              2.3878  |
|          |      6  |      1.0479  |     0.9062  |   0.8741  |               |              2.7673  |
|          |      7  |      1.0195  |     0.9385  |   0.8990  |               |              3.1459  |
|          |      8  |      0.9653  |     0.9688  |   0.9212  |               |              3.5271  |
|          |      9  |      0.9380  |     0.9795  |   0.9310  |               |              3.8769  |
|          |   eval  |      0.9380  |     0.9795  |   0.9310  |       0.9400  |              4.0456  |
------------------------------------------------------------------------------------------------------
|      23  |      0  |      1.4131  |     0.7178  |   0.6673  |               |              0.4158  |
|          |      1  |      1.2666  |     0.7939  |   0.6854  |               |              0.8314  |
|          |      2  |      1.1855  |     0.8467  |   0.7734  |               |              1.2456  |
|          |      3  |      1.1494  |     0.8730  |   0.8104  |               |              1.6256  |
|          |      4  |      1.1318  |     0.8711  |   0.7850  |               |              2.0064  |
|          |      5  |      1.1074  |     0.8887  |   0.8522  |               |              2.3862  |
|          |      6  |      1.0400  |     0.9238  |   0.8901  |               |              2.7648  |
|          |      7  |      1.0303  |     0.9277  |   0.9060  |               |              3.1446  |
|          |      8  |      0.9761  |     0.9551  |   0.9206  |               |              3.5250  |
|          |      9  |      0.9453  |     0.9775  |   0.9355  |               |              3.8732  |
|          |   eval  |      0.9453  |     0.9775  |   0.9355  |       0.9407  |              4.0435  |
------------------------------------------------------------------------------------------------------
|      24  |      0  |      1.4404  |     0.6836  |   0.7062  |               |              0.4154  |
|          |      1  |      1.2598  |     0.8125  |   0.7598  |               |              0.8297  |
|          |      2  |      1.2100  |     0.8359  |   0.7964  |               |              1.2456  |
|          |      3  |      1.1865  |     0.8398  |   0.7621  |               |              1.6253  |
|          |      4  |      1.1504  |     0.8623  |   0.8541  |               |              2.0056  |
|          |      5  |      1.0830  |     0.8984  |   0.8471  |               |              2.3839  |
|          |      6  |      1.0361  |     0.9248  |   0.8904  |               |              2.7642  |
|          |      7  |      1.0186  |     0.9365  |   0.9033  |               |              3.1451  |
|          |      8  |      0.9731  |     0.9619  |   0.9208  |               |              3.5252  |
|          |      9  |      0.9385  |     0.9795  |   0.9338  |               |              3.8736  |
|          |   eval  |      0.9385  |     0.9795  |   0.9338  |       0.9400  |              4.0440  |
------------------------------------------------------------------------------------------------------
|      25  |      0  |      1.4092  |     0.7227  |   0.6175  |               |              0.4165  |
|          |      1  |      1.2656  |     0.7930  |   0.7757  |               |              0.8315  |
|          |      2  |      1.2158  |     0.8262  |   0.7877  |               |              1.2455  |
|          |      3  |      1.1533  |     0.8584  |   0.8133  |               |              1.6252  |
|          |      4  |      1.1123  |     0.8809  |   0.8652  |               |              2.0050  |
|          |      5  |      1.0723  |     0.9082  |   0.8625  |               |              2.3837  |
